Dataset, BARN, Big NN, BART, OLS
concrete, 103.70140099525452, 0.045151472091674805, 0.47391605377197266, 0.0009877681732177734
random, 182.31641221046448, 0.20331907272338867, 0.4767179489135742, 0.0010426044464111328
mpg, 31.53751516342163, 0.01563286781311035, 0.1390848159790039, 0.0009303092956542969
wisconsin, 40.64939880371094, 0.04138588905334473, 0.08463835716247559, 0.0011568069458007812
fires, 82.05303716659546, 0.012038946151733398, 0.21168255805969238, 0.0009570121765136719
crimes, 62.64076280593872, 0.10743093490600586, 0.7898895740509033, 0.0059435367584228516
boston, 63.22720408439636, 0.1226491928100586, 0.1697854995727539, 0.0009982585906982422
concrete, 134.64936876296997, 0.08855938911437988, 0.45021867752075195, 0.000980377197265625
isotope, 47.08521056175232, 0.033615827560424805, 0.3871190547943115, 0.03046274185180664
isotope, 41.68937373161316, 0.035308122634887695, 0.29561376571655273, 0.0007469654083251953
isotope, 48.58946442604065, 0.01892232894897461, 0.29830026626586914, 0.0006353855133056641
isotope, 49.36127495765686, 0.029604434967041016, 0.27549242973327637, 0.0006322860717773438
isotope, 47.44592046737671, 0.028966903686523438, 0.2623443603515625, 0.0006372928619384766
isotope, 43.927916526794434, 0.050302982330322266, 0.2762162685394287, 0.000659942626953125
isotope, 43.726807832717896, 0.029158592224121094, 0.28022074699401855, 0.0006365776062011719
isotope, 48.305663108825684, 0.04543805122375488, 0.2934887409210205, 0.0007293224334716797
isotope, 47.05871319770813, 0.03345179557800293, 0.2634918689727783, 0.0006330013275146484
isotope, 43.05970335006714, 0.032225847244262695, 0.29027366638183594, 0.0006239414215087891
isotope, 46.17564058303833, 0.031908512115478516, 0.2915174961090088, 0.0007879734039306641
isotope, 40.56825065612793, 0.03618597984313965, 0.30603957176208496, 0.0006568431854248047
isotope, 48.711965799331665, 0.019301891326904297, 0.3096287250518799, 0.0006282329559326172
diabetes, 105.50918507575989, 0.11842513084411621, 0.1613786220550537, 0.05257296562194824
diabetes, 95.38741374015808, 0.06025266647338867, 0.14197564125061035, 0.00096893310546875
diabetes, 99.46037316322327, 0.08826422691345215, 0.13597989082336426, 0.0009791851043701172
diabetes, 102.2477605342865, 0.07381129264831543, 0.13404083251953125, 0.0009679794311523438
diabetes, 97.93407130241394, 0.05109882354736328, 0.14265823364257812, 0.00096893310546875
diabetes, 96.1235830783844, 0.07742929458618164, 0.15737533569335938, 0.0012230873107910156
diabetes, 103.09835457801819, 0.08956575393676758, 0.14738893508911133, 0.0010199546813964844
diabetes, 118.2585334777832, 0.11807417869567871, 0.13279271125793457, 0.0010249614715576172
diabetes, 107.07476043701172, 0.0662381649017334, 0.13857674598693848, 0.0009889602661132812
diabetes, 97.66955661773682, 0.0711066722869873, 0.13180828094482422, 0.0010218620300292969
diabetes, 97.72157001495361, 0.06809091567993164, 0.14026832580566406, 0.0009696483612060547
diabetes, 102.69132995605469, 0.0766150951385498, 0.14282703399658203, 0.0010259151458740234
diabetes, 97.91461062431335, 0.08202505111694336, 0.1429123878479004, 0.0009706020355224609
